,product_id,seller_id,country,category,gender,material,title,image_1,image_2,descriptions,price,product_code,color,size,weight,dates,available
43,77,1,Ghana,Fabrics,Female,Cotton,"Avogan fabric,6-yard length",WhatsApp Image 2023-09-30 at 10.02.40.jpeg,WhatsApp Image 2023-09-30 at 10.02.40.jpeg,"Avogan fabric, available in a 6-yard length, is a beautiful and unique textile known for its soft, lightweight feel and intricate geometric or floral patterns. This fabric is a popular choice for creating traditional West African clothing, such as dresses and headwraps, and it adds an elegant touch to any fashion or home decor project.",200.0,FC10XU,Purple,Large,2.01,2023-10-01,No
44,79,1,Ghana,Clothing,Male,Cotton,2 Piece Native African kaftan,pixelcut_20 3.PNG,pixelcut_20 3.PNG,"Introducing our stylish kaftan 2-piece wear, perfect for any occasion. Made from high-quality fabrics, this set features a comfortable kaftan top and matching bottom, offering a chic and elegant look that effortlessly combines fashion and comfort.",500.0,7WUF3E,Army Green ,"Small,Medium,Large",1,2023-10-02,No
45,80,1,Ghana,Clothing,Male,Cotton,2 Piece Native Kaftan Wear ,pixelcut_21 3.PNG,pixelcut_21 3.PNG,"Introducing our stylish kaftan 2-piece wear, perfect for any occasion. Made from high-quality fabrics, this set features a comfortable kaftan top and matching bottom, offering a chic and elegant look that effortlessly combines fashion and comfort.",500.0,ST2GKD,White,"Medium,Large",1,2023-10-02,No
46,81,1,Ghana,Clothing,Male,Cotton,2-Piece African Kaftan ,pixelcut_12 6.PNG,pixelcut_12 6.PNG,"Introducing our stylish kaftan 2-piece wear, perfect for any occasion. Made from high-quality fabrics, this set features a comfortable kaftan top and matching bottom, offering a chic and elegant look that effortlessly combines fashion and comfort.",500.0,NL2UK4,Brown ,"Medium,Large",2,2023-10-02,No
47,82,1,Ghana,Clothing,Male,Cotton,2-Piece African Kaftan ,pixelcut_22 2.PNG,pixelcut_22 2.PNG,"Introducing our stylish kaftan 2-piece wear, perfect for any occasion. Made from high-quality fabrics, this set features a comfortable kaftan top and matching bottom, offering a chic and elegant look that effortlessly combines fashion and comfort.",500.0,PHOL4Z,Green ,"Medium,Large",1.5,2023-10-02,No
48,83,1,Ghana,Clothing,Male,Cotton,2-Piece native Kaftans ,pixelcut_18 4.PNG,pixelcut_18 4.PNG,"Introducing our stylish kaftan 2-piece wear, perfect for any occasion. Made from high-quality fabrics, this set features a comfortable kaftan top and matching bottom, offering a chic and elegant look that effortlessly combines fashion and comfort.",500.0,CPY271,Sky blue ,"Medium,Large",2,2023-10-02,No
49,84,1,Ghana,Clothing,Male,Cotton,2-Piece Native Kaftan ,pixelcut_17 4.PNG,pixelcut_17 4.PNG,"Introducing our stylish kaftan 2-piece wear, perfect for any occasion. Made from high-quality fabrics, this set features a comfortable kaftan top and matching bottom, offering a chic and elegant look that effortlessly combines fashion and comfort.",450.0,4UO7BW,White ,"Medium,Large",2,2023-10-02,No
50,85,1,Gambia,Clothing,Male,Cotton,2-Piece Native Kaftan ,pixelcut_16 4.PNG,pixelcut_16 4.PNG,"Introducing our stylish kaftan 2-piece wear, perfect for any occasion. Made from high-quality fabrics, this set features a comfortable kaftan top and matching bottom, offering a chic and elegant look that effortlessly combines fashion and comfort.",500.0,UXJM18,Blue,"Medium,Large",1.5,2023-10-02,No
51,86,1,Ghana,Clothing,Male,Cotton,2-Piece Native Kaftan ,pixelcut_6 5.PNG,pixelcut_6 5.PNG,"Introducing our stylish kaftan 2-piece wear, perfect for any occasion. Made from high-quality fabrics, this set features a comfortable kaftan top and matching bottom, offering a chic and elegant look that effortlessly combines fashion and comfort.",650.0,MD5J0K,Wine ,"Medium,Large",1.5,2023-10-02,No
52,87,1,Ghana,Clothing,Male,Cotton,2-Piece Kaftan ,pixelcut_3.PNG,pixelcut_3.PNG,"Introducing our stylish kaftan 2-piece wear, perfect for any occasion. Made from high-quality fabrics, this set features a comfortable kaftan top and matching bottom, offering a chic and elegant look that effortlessly combines fashion and comfort.",550.0,UKHCZA,Buff,"Medium,Large",1.5,2023-10-02,No
53,88,1,Ghana,Clothing,Male,Cotton,2-Piece African Kaftan ,pixelcut_14.PNG,pixelcut_14.PNG,"Introducing our stylish kaftan 2-piece wear, perfect for any occasion. Made from high-quality fabrics, this set features a comfortable kaftan top and matching bottom, offering a chic and elegant look that effortlessly combines fashion and comfort.",550.0,4BCAN7,Orange ,"Medium,Large",1.5,2023-10-02,No
54,89,1,Ghana,Clothing,Male,Cotton,2-Piece Native Kaftans ,pixelcut_10 5.PNG,pixelcut_10 5.PNG,"Introducing our stylish kaftan 2-piece wear, perfect for any occasion. Made from high-quality fabrics, this set features a comfortable kaftan top and matching bottom, offering a chic and elegant look that effortlessly combines fashion and comfort.",650.0,4P5K0I,Dark blue ,"Medium,Large",2,2023-10-02,No
55,90,1,Ghana,Clothing,Male,Cotton,2-Piece  Kaftan ,pixelcut_7 5.PNG,pixelcut_7 5.PNG,"Introducing our stylish kaftan 2-piece wear, perfect for any occasion. Made from high-quality fabrics, this set features a comfortable kaftan top and matching bottom, offering a chic and elegant look that effortlessly combines fashion and comfort.",500.0,ABNY6R,Army green ,"Medium,Large",2,2023-10-02,No
56,91,1,Ghana,Clothing,Male,Cotton,African Kaftan mens,pixelcut_8 5.PNG,pixelcut_8 5.PNG,"Introducing our stylish kaftan 2-piece wear, perfect for any occasion. Made from high-quality fabrics, this set features a comfortable kaftan top and matching bottom, offering a chic and elegant look that effortlessly combines fashion and comfort.",600.0,IJLVY1,Golden Yellow,"Medium,Large",2,2023-10-02,No
57,92,1,Ghana,Fabrics,Unisex,Cotton,"Avogan Fabric,6-Yards",pixelcut_5.PNG,pixelcut_5.PNG,"Our Avogan fabric is a luxurious and versatile material that exudes sophistication. Crafted from a blend of high-quality fibers, it is known for its softness, durability, and unique sheen, making it ideal for elegant clothing and home decor items.",200.0,7WCFE0,"Yellow,Black ","Medium,Large",4,2023-10-02,No
58,93,1,Ghana,Fabrics,Unisex,Cotton,"Avogan Fabric,6-Yard",pixelcut_1.PNG,pixelcut_1.PNG,"Our Avogan fabric is a luxurious and versatile material that exudes sophistication. Crafted from a blend of high-quality fibers, it is known for its softness, durability, and unique sheen, making it ideal for elegant clothing and home decor items.",200.0,0KOYRF,Multi coloured ,"Medium,Large",3,2023-10-02,No
59,94,1,Ghana,Fabrics,Unisex,Cotton,Avogan Fabric ,pixelcut_2.PNG,pixelcut_2.PNG,"Our Avogan fabric is a luxurious and versatile material that exudes sophistication. Crafted from a blend of high-quality fibers, it is known for its softness, durability, and unique sheen, making it ideal for elegant clothing and home decor items.",200.0,5QSC3U,Multi-color,"Medium,Large",3,2023-10-02,No
60,95,1,Ghana,Fabrics,Female,Cotton,African Kaftan Dress,E1D90B89-ED96-4883-90AA-8D0993E9D5A1.jpeg,12DB0AD5-7C05-43C0-8DB2-300BC9DF4D9A.jpeg,"Discover our exquisite kaftan dress, combining elegance, comfort, and a mesmerizing floral design, making it the ideal choice for any occasion, be it a beach getaway or a glamorous evening affair.",150.0,RISG7Q,Multi-coloured ,Large,0.1,2023-10-16,No
61,96,1,Ghana,Clothing,Female,Cotton,Kaftan Dress,58BBDBCF-A18B-43CF-B399-1736B9B17F42.jpeg,DE2FB6B1-07FE-4F2F-B08B-D0CAB02B02EF.jpeg,"The African kaftan dress is a colorful, loose-fitting garment adorned with intricate patterns, embroidery, and beadwork, commonly worn for cultural or special occasions. It reflects the rich traditions and heritage of African fashion.",150.0,XGT31U,"Yellow,Orange ",Medium,1,2023-10-17,No
62,97,1,Ghana,Clothing,Female,Cotton,Ankara pencil dress,D1214854-7447-4401-A762-E8E27D7722A3.jpeg,42A3DC84-F50B-4256-B3C2-E770A6D43664.jpeg,"An Ankara pencil dress is a stylish and form-fitting garment made from vibrant and distinct African wax print fabric known as Ankara. These dresses are typically knee-length and feature the eye-catching and bold Ankara patterns, making them a fashionable choice for both casual and formal occasions.",120.0,LSYAT6,Blue ,"Small,Medium,Large",1,2023-10-17,No
63,98,1,Ghana,Clothing,Female,Cotton,Kaftan Dress,6E1E4986-0859-497A-9B50-EC35C804E1EE.jpeg,3AF70CDF-6E36-44FF-BC88-021305B63CF6.jpeg,"An Ankara pencil dress is a stylish and form-fitting garment made from vibrant and distinct African wax print fabric known as Ankara. These dresses are typically knee-length and feature the eye-catching and bold Ankara patterns, making them a fashionable choice for both casual and formal occasions.",150.0,71642M,Pink,"Medium,Large",1,2023-10-17,No
64,99,1,Ghana,Clothing,Female,Cotton,African print skirt,B10FF5F8-643E-4FBE-AF0E-9E7290539F6F.jpeg,205DD0EA-A861-44C2-B7D6-DDB2334DF156.jpeg,"A long African print skirt is a beautifully crafted piece of clothing typically made from vibrant and intricate African wax print fabric. These skirts are known for their flowing design, rich colors, and bold patterns, making them a fashionable and versatile choice for various occasions, from casual to semi-formal.",120.0,IMH0Y3,Blue ,"Medium,Large",2,2023-10-17,No
65,100,1,Ghana,Accessories,Female,Plastic,Large beaded  earring,WhatsApp Image 2024-01-14 at 16.08.29 (1).jpeg,WhatsApp Image 2024-01-14 at 16.08.29.jpeg,Masia fashion eaarings,40.0,7RLQFG,Multi-color,Large,0.2,2024-01-14,No
66,101,1,Ghana,Accessories,Female,Solid,African map wooden earrings,WhatsApp Image 2024-01-14 at 16.08.29 (2).jpeg,WhatsApp Image 2024-01-14 at 16.08.29 (3).jpeg,African map Big earrings to elavate your look,40.0,HZABEI,"Black,Brown",Large,0.3,2024-01-14,No
67,102,1,Ghana,Accessories,Female,Plastic,Beaded earrings,WhatsApp Image 2024-01-14 at 16.08.30.jpeg,WhatsApp Image 2024-01-14 at 16.08.29 (4).jpeg,Beautiful masai beaded earrings,25.0,CSWJUG,orange,Medium,0.2,2024-01-14,No
68,103,1,Ghana,Accessories,Female,Solid,African earrings,WhatsApp Image 2024-01-14 at 16.08.31.jpeg,WhatsApp Image 2024-01-14 at 16.08.30 (1).jpeg,Beautiful cultural earrings,40.0,HJ4C2Z,Cream white,Large,0.2,2024-01-14,No
69,104,1,Ghana,Accessories,Female,Natural textile,Ankara fabric earrings,WhatsApp Image 2024-01-14 at 16.08.34.jpeg,WhatsApp Image 2024-01-14 at 16.08.32.jpeg,Fashionable earrings from ankara fabric,35.0,QZM8EB,yellow,Large,0.2,2024-01-14,No
70,105,1,Ghana,Fabrics,Female,Solid,Cross beaded bracelet,WhatsApp Image 2024-01-14 at 16.08.35.jpeg,WhatsApp Image 2024-01-14 at 16.08.34 (1).jpeg,Beaded cross bracelet,30.0,IRX50F,Black,Medium,0.2,2024-01-14,No
71,106,1,Ghana,Accessories,Unisex,Solid,Wooden bracelet,WhatsApp Image 2024-01-14 at 16.08.36.jpeg,WhatsApp Image 2024-01-14 at 16.08.35 (1).jpeg,Beautifully made wooden bracelet,30.0,EVFIAR,"Black,Brown",Medium,0.2,2024-01-14,No
72,107,1,Ghana,Accessories,Unisex,Solid,Beaded Necklace,WhatsApp Image 2024-01-14 at 16.08.38.jpeg,WhatsApp Image 2024-01-14 at 16.08.39.jpeg,Beautifully and artistically made necklace,30.0,4YX3MP,"Black,Brown",Medium,0.2,2024-01-14,No
73,108,1,Ghana,Accessories,Unisex,Solid,Map of Africa Necklace,WhatsApp Image 2024-01-14 at 16.08.36 (1).jpeg,WhatsApp Image 2024-01-14 at 16.08.37.jpeg,Long artistically made African map necklace with Ghana flag colors,50.0,1QSBPW,"Black,Brown",Large,0.5,2024-01-14,No
74,109,5,Ghana,Clothing,Male,Cotton,Batakari,WhatsApp Image 2024-01-12 at 19.45.41.jpeg,WhatsApp Image 2024-01-12 at 19.45.33.jpeg,"This dress is the traditional dress from the Northern Part of Ghana, however, it can be worn by anyone. The product comes with a hat. You can also message me to customize the material. ",360.0,BYGPQ5,multi-colored,"Medium,Large",5,2024-01-14,No
75,110,1,Ghana,Men Shirts,Male,Cotton,Black and white Shirt,WhatsApp Image 2024-03-20 at 06.08.19 (5).jpeg,WhatsApp Image 2024-03-20 at 06.08.19 (2).jpeg,Decent African Shirt,150.0,F394LK,"Black,White","Small,Medium",0.5,2024-03-20,Yes
76,111,1,Ghana,Men Shirts,Male,Cotton,Eswathi Shirt,WhatsApp Image 2024-03-20 at 06.08.19 (7).jpeg,WhatsApp Image 2024-03-20 at 06.08.19 (4).jpeg,"Stand out with this vibrant red and black African shirt! Made with comfort and style in mind, this unique piece is perfect for any occasion. ",150.0,XMRJNS,"Black,Red","Small,Medium",0.5,2024-03-20,Yes
77,112,1,Ghana,Skirts,Female,Cotton,Ankara Two Piece,WhatsApp Image 2024-03-20 at 06.08.19 (10).jpeg,WhatsApp Image 2024-03-20 at 06.08.19 (9).jpeg,"Crafted from bold Ankara fabric bursting with vibrant colors and patterns, this jumpsuit is a statement piece. It combines cultural flair with effortless style, making you the center of attention wherever you go. ",140.0,I1TEN6,"Red,Baige",Medium,0.5,2024-03-20,Yes
78,113,1,Ghana,Skirts,Female,Cotton,Ankara Jumpsuit,WhatsApp Image 2024-03-20 at 06.08.19 (13).jpeg,WhatsApp Image 2024-03-20 at 06.08.19 (13).jpeg,"Crafted from bold Ankara fabric bursting with vibrant colors and patterns, this jumpsuit is a statement piece. It combines cultural flair with effortless style, making you the center of attention wherever you go. ",160.0,6G43KC,"Red,Baige","Medium,Large",0.5,2024-03-20,Yes
79,114,1,Ghana,Skirts,Female,Cotton,Ankara Jumpsuit,WhatsApp Image 2024-03-20 at 06.08.19 (11).jpeg,WhatsApp Image 2024-03-20 at 06.08.19 (12).jpeg,"Crafted from bold Ankara fabric bursting with vibrant colors and patterns, this jumpsuit is a statement piece. It combines cultural flair with effortless style, making you the center of attention wherever you go. ",150.0,EMQR7G,"Black,Red","Medium,Large",0.5,2024-03-20,Yes
80,115,1,Ghana,Men Shirts,Male,Cotton,African Shirt,WhatsApp Image 2024-03-20 at 06.08.19 (14).jpeg,WhatsApp Image 2024-03-20 at 06.08.19 (15).jpeg,"Embrace timeless elegance with our red and white African shirt. The crisp white fabric is adorned with striking red patterns, offering a sophisticated twist on traditional African design. Made for comfort and confidence, this shirt is perfect for adding a touch of cultural flair to your everyday wardrobe. ",160.0,L1OYDN,"Red,White","Small,Medium",0.5,2024-03-20,Yes
81,116,1,Ghana,Ladies Dresses,Female,Cotton,African  Boubu Dress,WhatsApp Image 2024-04-09 at 20.12.09 (1).jpeg,WhatsApp Image 2024-04-09 at 20.12.09 (1).jpeg,"Embrace the vibrant heritage of Africa with the Abuba African Dress, crafted from high-quality wax print fabric for a stunning and unique ensemble that radiates elegance and cultural richness.",150.0,GCY8MW,"Yellow,brown",Large,0.5,2024-04-09,Yes
82,117,1,Ghana,Ladies Dresses,Female,Cotton,African  Boubu Dress,WhatsApp Image 2024-04-09 at 20.12.09.jpeg,WhatsApp Image 2024-04-09 at 20.12.10 (1).jpeg,"Embrace the vibrant heritage of Africa with the Abuba African Dress, crafted from high-quality wax print fabric for a stunning and unique ensemble that radiates elegance and cultural richness.",150.0,0INSQO,"Yellow,brown",Medium,0.5,2024-04-09,Yes
83,118,1,Ghana,Ladies Dresses,Female,Cotton,Silk Boubou Dress,WhatsApp Image 2024-04-09 at 20.12.07.jpeg,WhatsApp Image 2024-04-09 at 20.12.07.jpeg,"Indulge in the timeless allure of the Silk African Bubu Dress, marrying luxurious silk with traditional African design for an effortlessly chic statement piece that transcends borders and captivates with its grace and sophistication.",250.0,QX70NJ,Multi-color,Large,0.5,2024-04-09,Yes
84,119,1,Ghana,Ladies Dresses,Female,Cotton,Silk Boubou Dress,WhatsApp Image 2024-04-09 at 21.21.01.jpeg,WhatsApp Image 2024-04-09 at 20.12.07 (1).jpeg,"Indulge in the timeless allure of the Silk African Bubu Dress, marrying luxurious silk with traditional African design for an effortlessly chic statement piece that transcends borders and captivates with its grace and sophistication.",250.0,4A1CVO,"Red,Baige",Large,0.5,2024-04-09,Yes
85,120,1,Ghana,Ladies Dresses,Female,Cotton,Silk Boubou Dress,WhatsApp Image 2024-04-09 at 21.21.03 (1).jpeg,WhatsApp Image 2024-04-09 at 21.21.03.jpeg,"Indulge in the timeless allure of the Silk African Bubu Dress, marrying luxurious silk with traditional African design for an effortlessly chic statement piece that transcends borders and captivates with its grace and sophistication.",250.0,TSUGW1,"Orange,Baige",Large,0.5,2024-04-09,Yes
86,121,1,Ghana,Ladies Dresses,Female,Cotton,Two-Piece suit,WhatsApp Image 2024-04-09 at 20.12.08.jpeg,WhatsApp Image 2024-04-09 at 20.12.10.jpeg,"Elevate your style with our African Two-Piece Set, blending contemporary fashion with traditional African prints. Crafted for versatility and flair, each piece embodies the vibrancy and culture of Africa, offering a modern twist on timeless elegance.",200.0,71P2ED,Pink,"Small,Medium,Large,XL,XXL",0.5,2024-04-09,Yes
87,122,1,Ghana,Ladies Dresses,Female,Cotton,Bella Set ,WhatsApp Image 2024-07-03 at 02.06.28.jpeg,WhatsApp Image 2024-07-03 at 02.06.28.jpeg,Classic corporate ladies ready to wear two piece with an African touch.,250.0,1TP854,Baige,"Small,Medium,Large,XL",0.5,2024-07-03,Yes
88,123,1,Ghana,Ladies Dresses,Female,Cotton,Wangari Set,WhatsApp Image 2024-07-03 at 02.06.27.jpeg,WhatsApp Image 2024-07-03 at 02.06.27.jpeg,Versatile universal African two-piece.,250.0,3B4T0A,Baige,"Small,Medium,Large,XL",0.5,2024-07-03,Yes
89,124,1,Ghana,Ladies Dresses,Female,Cotton,Mary Set,WhatsApp Image 2024-07-03 at 02.06.26.jpeg,WhatsApp Image 2024-07-03 at 02.06.26.jpeg,This is a classic and elegant two piece set made for the modern corporate woman.,250.0,QGOEP6,Green,"Small,Medium,Large,XL,XXL",0.5,2024-07-03,Yes
90,125,1,Ghana,Kimonos,Female,Cotton,Afri Kimono,WhatsApp Image 2024-07-03 at 02.06.28 (1).jpeg,WhatsApp Image 2024-07-03 at 02.06.28 (1).jpeg,"The best and versatile kimono, designed to make you feel elegant and beautiful.",130.0,ZSY4DE,Black,"Small,Medium,Large,XL,XXL",0.5,2024-07-03,Yes
